,event.attendance,event.awayScore.current,event.awayScore.display,event.awayScore.normaltime,event.awayScore.period1,event.awayScore.period2,event.awayTeam.country.alpha2,event.awayTeam.country.name,event.awayTeam.foundationDateTimestamp,event.awayTeam.fullName,event.awayTeam.id,event.awayTeam.manager.country.alpha2,event.awayTeam.manager.country.name,event.awayTeam.manager.id,event.awayTeam.manager.name,event.awayTeam.manager.slug,event.awayTeam.name,event.awayTeam.nameCode,event.awayTeam.shortName,event.awayTeam.slug,event.awayTeam.subTeams,event.awayTeam.teamColors.primary,event.awayTeam.teamColors.secondary,event.awayTeam.teamColors.text,event.awayTeam.type,event.awayTeam.userCount,event.awayTeam.venue.city.name,event.awayTeam.venue.country.alpha2,event.awayTeam.venue.country.name,event.awayTeam.venue.id,event.awayTeam.venue.stadium.capacity,event.awayTeam.venue.stadium.name,event.changes.changeTimestamp,event.changes.changes,event.crowdsourcingDataDisplayEnabled,event.currentPeriodStartTimestamp,event.customId,event.defaultPeriodCount,event.defaultPeriodLength,event.detailId,event.fanRatingEvent,event.finalResultOnly,event.hasEventPlayerHeatMap,event.hasEventPlayerStatistics,event.hasGlobalHighlights,event.hasXg,event.homeScore.current,event.homeScore.display,event.homeScore.normaltime,event.homeScore.period1,event.homeScore.period2,event.homeTeam.country.alpha2,event.homeTeam.country.name,event.homeTeam.disabled,event.homeTeam.foundationDateTimestamp,event.homeTeam.fullName,event.homeTeam.id,event.homeTeam.manager.country.alpha2,event.homeTeam.manager.country.name,event.homeTeam.manager.id,event.homeTeam.manager.name,event.homeTeam.manager.slug,event.homeTeam.name,event.homeTeam.nameCode,event.homeTeam.national,event.homeTeam.shortName,event.homeTeam.slug,event.homeTeam.subTeams,event.homeTeam.teamColors.primary,event.homeTeam.teamColors.secondary,event.homeTeam.teamColors.text,event.homeTeam.type,event.homeTeam.userCount,event.homeTeam.venue.city.name,event.homeTeam.venue.country.alpha2,event.homeTeam.venue.country.name,event.homeTeam.venue.id,event.homeTeam.venue.stadium.capacity,event.homeTeam.venue.stadium.name,event.id,event.referee.country.alpha2,event.referee.country.name,event.referee.games,event.referee.id,event.referee.name,event.referee.redCards,event.referee.slug,event.referee.yellowCards,event.referee.yellowRedCards,event.roundInfo.round,event.season.id,event.season.name,event.season.year,event.slug,event.startTimestamp,event.status.code,event.status.description,event.status.type,event.time.currentPeriodStartTimestamp,event.time.injuryTime1,event.time.injuryTime2,event.tournament.uniqueTournament.hasEventPlayerStatistics,event.venue.city.name,event.venue.id,event.venue.stadium.capacity,event.venue.stadium.name,event.winnerCode
88,,,,,,,EN,England,-3024345600.0,Aston Villa,40,ES,Spain,53062.0,Unai Emery,unai-emery,Aston Villa,AVL,Aston Villa,aston-villa,[],#670e36,#94bee5,#94bee5,0,174331,Birmingham,EN,England,815.0,42682.0,Villa Park,0,,False,,IP,2,45,,False,False,,,False,,,,,,,EN,England,False,-2755641600.0,Tottenham Hotspur,33,AU,Australia,134027.0,Ange Postecoglou,ange-postecoglou,Tottenham Hotspur,TOT,False,Tottenham ,tottenham-hotspur,[],#ffffff,#000066,#000066,0,544644,London,EN,England,24806.0,62850.0,Tottenham Hotspur Stadium,11352385,,,,,,,,,,13,52186,Premier League 23/24,23/24,aston-villa-tottenham-hotspur,1700924400,0,Not started,notstarted,,,,True,London,24806.0,62850.0,Tottenham Hotspur Stadium,0
89,,,,,,,EN,England,-2841091200.0,Fulham,43,PT,Portugal,205808.0,Marco Silva,marco-silva,Fulham,FUL,Fulham,fulham,[],#ffffff,#000000,#000000,0,113132,London,EN,England,611.0,25700.0,Craven Cottage,0,,False,,gsT,2,45,,False,False,,,False,,,,,,,EN,England,False,-2776982400.0,Burnley,6,BE,Belgium,792129.0,Vincent Kompany,vincent-kompany,Burnley,BUR,False,Burnley,burnley,[],#81204c,#8fd2f4,#8fd2f4,0,78879,Burnley,EN,England,806.0,21944.0,Turf Moor,11352386,,,,,,,,,,23,52186,Premier League 23/24,23/24,fulham-burnley,1706972400,0,Not started,notstarted,,,,True,Burnley,806.0,21944.0,Turf Moor,0
90,,,,,,,EN,England,-2897769600.0,Manchester United,35,NL,Netherlands,53013.0,Erik ten Hag,erik-ten-hag,Manchester United,MUN,Man Utd,manchester-united,[],#ff0000,#373737,#373737,0,1213003,Manchester,EN,England,9.0,74879.0,Old Trafford,0,,False,,Kkb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2240524800.0,Bournemouth,60,ES,Spain,790205.0,Andoni Iraola,andoni-iraola,Bournemouth,BOU,False,Bournemouth,bournemouth,[],#000000,#cc0000,#cc0000,0,67451,Bournemouth,EN,England,2990.0,11700.0,Vitality Stadium,11352387,,,,,,,,,,33,52186,Premier League 23/24,23/24,bournemouth-manchester-united,1713016800,0,Not started,notstarted,,,,True,Bournemouth,2990.0,11700.0,Vitality Stadium,0
91,,,,,,,EN,England,-3024345600.0,Aston Villa,40,ES,Spain,53062.0,Unai Emery,unai-emery,Aston Villa,AVL,Aston Villa,aston-villa,[],#670e36,#94bee5,#94bee5,0,174331,Birmingham,EN,England,815.0,42682.0,Villa Park,0,,False,,Pkb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2240524800.0,Bournemouth,60,ES,Spain,790205.0,Andoni Iraola,andoni-iraola,Bournemouth,BOU,False,Bournemouth,bournemouth,[],#000000,#cc0000,#cc0000,0,67451,Bournemouth,EN,England,2990.0,11700.0,Vitality Stadium,11352388,,,,,,,,,,14,52186,Premier League 23/24,23/24,bournemouth-aston-villa,1701529200,0,Not started,notstarted,,,,True,Bournemouth,2990.0,11700.0,Vitality Stadium,0
92,54000.0,0.0,0.0,0.0,0.0,0.0,EN,England,-2431814400.0,Newcastle United,39,EN,England,19618.0,Eddie Howe,eddie-howe,Newcastle United,NEW,Newcastle,newcastle-united,[],#000000,#ffffff,#ffffff,0,264011,Newcastle upon Tyne,EN,England,765.0,52409.0,St James' Park,1692478639,"['status.code', 'status.description', 'status.type']",False,1692475623.0,rO,2,45,1.0,False,False,True,True,True,True,1.0,1.0,1.0,1.0,0.0,EN,England,False,-2811888000.0,Manchester City,17,ES,Spain,53463.0,Pep Guardiola,pep-guardiola,Manchester City,MCI,False,Man City,manchester-city,[],#66ccff,#ffffff,#ffffff,0,1209047,Manchester,EN,England,606.0,53400.0,Etihad Stadium,11352389,EN,England,212.0,74264.0,Robert Jones,15.0,robert-jones,710.0,5.0,2,52186,Premier League 23/24,23/24,newcastle-united-manchester-city,1692471600,100,Ended,finished,1692475623.0,3.0,5.0,True,Manchester,606.0,53400.0,Etihad Stadium,1
93,,,,,,,EN,England,-3024345600.0,Aston Villa,40,ES,Spain,53062.0,Unai Emery,unai-emery,Aston Villa,AVL,Aston Villa,aston-villa,[],#670e36,#94bee5,#94bee5,0,174451,Birmingham,EN,England,815.0,42682.0,Villa Park,0,,False,,PR,2,45,,False,False,,,False,,,,,,,EN,England,False,-2621894400.0,Arsenal,42,ES,Spain,794075.0,Mikel Arteta,mikel-arteta,Arsenal,ARS,False,Arsenal,arsenal,[],#cc0000,#ffffff,#ffffff,0,876999,London,EN,England,624.0,60260.0,Emirates Stadium,11352390,,,,,,,,,,33,52186,Premier League 23/24,23/24,arsenal-aston-villa,1713016800,0,Not started,notstarted,,,,True,London,624.0,60260.0,Emirates Stadium,0
94,,,,,,,EN,England,-2933712000.0,Wolverhampton,3,EN,England,798899.0,Gary O'Neil,gary-oneil,Wolverhampton,WOL,Wolves,wolverhampton,[],#ff9900,#000000,#000000,0,122590,Wolverhampton,EN,England,1272.0,32050.0,Molineux Stadium,0,,False,,dsR,2,45,,False,False,,,False,,,,,,,EN,England,False,-2621894400.0,Arsenal,42,ES,Spain,794075.0,Mikel Arteta,mikel-arteta,Arsenal,ARS,False,Arsenal,arsenal,[],#cc0000,#ffffff,#ffffff,0,878329,London,EN,England,624.0,60260.0,Emirates Stadium,11352391,,,,,,,,,,14,52186,Premier League 23/24,23/24,arsenal-wolverhampton,1701529200,0,Not started,notstarted,,,,True,London,624.0,60260.0,Emirates Stadium,0
95,,,,,,,EN,England,-2933712000.0,Wolverhampton,3,EN,England,798899.0,Gary O'Neil,gary-oneil,Wolverhampton,WOL,Wolves,wolverhampton,[],#ff9900,#000000,#000000,0,122235,Wolverhampton,EN,England,1272.0,32050.0,Molineux Stadium,0,,False,,dsN,2,45,,False,False,,,False,,,,,,,EN,England,False,-2045347200.0,Chelsea,38,AR,Argentina,3377.0,Mauricio Pochettino,mauricio-pochettino,Chelsea,CHE,False,Chelsea,chelsea,[],#0310a7,#ffffff,#ffffff,0,904338,London,EN,England,799.0,41837.0,Stamford Bridge,11352392,,,,,,,,,,23,52186,Premier League 23/24,23/24,chelsea-wolverhampton,1706972400,0,Not started,notstarted,,,,True,London,799.0,41837.0,Stamford Bridge,0
96,,,,,,,EN,England,-2673648000.0,Luton Town,72,WA,Wales,787556.0,Rob Edwards,rob-edwards,Luton Town,LUT,Luton,luton-town,[],#ff3300,#000033,#000033,0,33853,Luton,EN,England,2178.0,10226.0,Kenilworth Road,0,,False,,absxb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2531779200.0,Brentford,50,DK,Denmark,94249.0,Thomas Frank,thomas-frank,Brentford,BRE,False,Brentford,brentford,[],#ffffff,#ff0000,#ff0000,0,98461,London,EN,England,29716.0,17250.0,Brentford Community Stadium,11352393,,,,,,,,,,14,52186,Premier League 23/24,23/24,luton-town-brentford,1701529200,0,Not started,notstarted,,,,True,London,29716.0,17250.0,Brentford Community Stadium,0
97,,,,,,,EN,England,-2549145600.0,Sheffield United,15,EN,England,786621.0,Paul Heckingbottom,paul-heckingbottom,Sheffield United,SHU,Sheffield Utd,sheffield-united,[],#ffffff,#ff0000,#ff0000,0,54373,Sheffield,EN,England,598.0,32702.0,Bramall Lane,0,,False,,psab,2,45,,False,False,,,False,,,,,,,EN,England,False,-2531779200.0,Brentford,50,DK,Denmark,94249.0,Thomas Frank,thomas-frank,Brentford,BRE,False,Brentford,brentford,[],#ffffff,#ff0000,#ff0000,0,98284,London,EN,England,29716.0,17250.0,Brentford Community Stadium,11352394,,,,,,,,,,33,52186,Premier League 23/24,23/24,brentford-sheffield-united,1713016800,0,Not started,notstarted,,,,True,London,29716.0,17250.0,Brentford Community Stadium,0
98,,,,,,,EN,England,-2755641600.0,Tottenham Hotspur,33,AU,Australia,134027.0,Ange Postecoglou,ange-postecoglou,Tottenham Hotspur,TOT,Tottenham ,tottenham-hotspur,[],#ffffff,#000066,#000066,0,545261,London,EN,England,24806.0,62850.0,Tottenham Hotspur Stadium,0,,False,,UwXh,2,45,,False,False,,,False,,,,,,,EN,England,False,-2890166400.0,Everton,48,EN,England,20312.0,Sean Dyche,sean-dyche,Everton,EVE,False,Everton,everton,[],#274488,#ffffff,#ffffff,0,160842,Liverpool,EN,England,12.0,39571.0,Goodison Park,11352395,,,,,,,,,,23,52186,Premier League 23/24,23/24,everton-tottenham-hotspur,1706972400,0,Not started,notstarted,,,,True,Liverpool,12.0,39571.0,Goodison Park,0
99,,,,,,,EN,England,-2549145600.0,Sheffield United,15,EN,England,786621.0,Paul Heckingbottom,paul-heckingbottom,Sheffield United,SHU,Sheffield Utd,sheffield-united,[],#ffffff,#ff0000,#ff0000,0,54986,Sheffield,EN,England,598.0,32702.0,Bramall Lane,0,,False,,gsp,2,45,,False,False,,,False,,,,,,,EN,England,False,-2776982400.0,Burnley,6,BE,Belgium,792129.0,Vincent Kompany,vincent-kompany,Burnley,BUR,False,Burnley,burnley,[],#81204c,#8fd2f4,#8fd2f4,0,78976,Burnley,EN,England,806.0,21944.0,Turf Moor,11352396,,,,,,,,,,14,52186,Premier League 23/24,23/24,sheffield-united-burnley,1701529200,0,Not started,notstarted,,,,True,Burnley,806.0,21944.0,Turf Moor,0
100,,,,,,,EN,England,-2159827200.0,Brighton & Hove Albion,30,IT,Italy,595814.0,Roberto De Zerbi,roberto-de-zerbi,Brighton & Hove Albion,BRI,Brighton,brighton-and-hove-albion,[],#0054a6,#ffffff,#ffffff,0,161203,Falmer,EN,England,2443.0,31810.0,American Express Community's Stadium,0,,False,,gsF,2,45,,False,False,,,False,,,,,,,EN,England,False,-2776982400.0,Burnley,6,BE,Belgium,792129.0,Vincent Kompany,vincent-kompany,Burnley,BUR,False,Burnley,burnley,[],#81204c,#8fd2f4,#8fd2f4,0,78879,Burnley,EN,England,806.0,21944.0,Turf Moor,11352397,,,,,,,,,,33,52186,Premier League 23/24,23/24,brighton-and-hove-albion-burnley,1713016800,0,Not started,notstarted,,,,True,Burnley,806.0,21944.0,Turf Moor,0
101,,,,,,,EN,England,-2366755200.0,West Ham United,37,SX,Scotland,52950.0,David Moyes,david-moyes,West Ham United,WHU,West Ham,west-ham-united,[],#66192c,#59b3e4,#59b3e4,0,208309,London,EN,England,1274.0,62000.0,London Stadium,0,,False,,KM,2,45,,False,False,,,False,,,,,,,EN,England,False,-2897769600.0,Manchester United,35,NL,Netherlands,53013.0,Erik ten Hag,erik-ten-hag,Manchester United,MUN,False,Man Utd,manchester-united,[],#ff0000,#373737,#373737,0,1212008,Manchester,EN,England,9.0,74879.0,Old Trafford,11352398,,,,,,,,,,23,52186,Premier League 23/24,23/24,west-ham-united-manchester-united,1706972400,0,Not started,notstarted,,,,True,Manchester,9.0,74879.0,Old Trafford,0
102,29432.0,1.0,1.0,1.0,0.0,1.0,EN,England,-2549145600.0,Sheffield United,15,EN,England,786621.0,Paul Heckingbottom,paul-heckingbottom,Sheffield United,SHU,Sheffield Utd,sheffield-united,[],#ffffff,#ff0000,#ff0000,0,54437,Sheffield,EN,England,598.0,32702.0,Bramall Lane,1692391383,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart', 'time.currentPeriodStart']",False,1692391380.0,osp,2,45,1.0,False,False,True,True,True,True,2.0,2.0,2.0,1.0,1.0,EN,England,False,-3313440000.0,Nottingham Forest,14,WA,Wales,786818.0,Steve Cooper,steve-cooper,Nottingham Forest,NFO,False,Forest,nottingham-forest,[],#cc0000,#cc0000,#cc0000,0,90691,Nottingham,EN,England,2230.0,30445.0,City Ground,11352399,EN,England,259.0,84326.0,Peter Bankes,30.0,peter-bankes,1074.0,14.0,2,52186,Premier League 23/24,23/24,sheffield-united-nottingham-forest,1692384300,100,Ended,finished,1692391380.0,2.0,8.0,True,Nottingham,2230.0,30445.0,City Ground,1
103,,,,,,,EN,England,-2159827200.0,Brighton & Hove Albion,30,IT,Italy,595814.0,Roberto De Zerbi,roberto-de-zerbi,Brighton & Hove Albion,BRI,Brighton,brighton-and-hove-albion,[],#0054a6,#ffffff,#ffffff,0,160427,Falmer,EN,England,2443.0,31810.0,American Express Community's Stadium,0,,False,,FsN,2,45,,False,False,,,False,,,,,,,EN,England,False,-2045347200.0,Chelsea,38,AR,Argentina,3377.0,Mauricio Pochettino,mauricio-pochettino,Chelsea,CHE,False,Chelsea,chelsea,[],#0310a7,#ffffff,#ffffff,0,904338,London,EN,England,799.0,41837.0,Stamford Bridge,11352400,,,,,,,,,,14,52186,Premier League 23/24,23/24,chelsea-brighton-and-hove-albion,1701529200,0,Not started,notstarted,,,,True,London,799.0,41837.0,Stamford Bridge,0
104,,,,,,,EN,England,-2890166400.0,Everton,48,EN,England,20312.0,Sean Dyche,sean-dyche,Everton,EVE,Everton,everton,[],#274488,#ffffff,#ffffff,0,159915,Liverpool,EN,England,12.0,39571.0,Goodison Park,0,,False,,BQy,2,45,,False,False,,,False,,,,,,,EN,England,False,-2045347200.0,Chelsea,38,AR,Argentina,3377.0,Mauricio Pochettino,mauricio-pochettino,Chelsea,CHE,False,Chelsea,chelsea,[],#0310a7,#ffffff,#ffffff,0,904338,London,EN,England,799.0,41837.0,Stamford Bridge,11352401,,,,,,,,,,33,52186,Premier League 23/24,23/24,everton-chelsea,1713016800,0,Not started,notstarted,,,,True,London,799.0,41837.0,Stamford Bridge,0
105,,,,,,,EN,England,-2673648000.0,Luton Town,72,WA,Wales,787556.0,Rob Edwards,rob-edwards,Luton Town,LUT,Luton,luton-town,[],#ff3300,#000033,#000033,0,32648,Luton,EN,England,2178.0,10226.0,Kenilworth Road,0,,False,,Osxb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2431814400.0,Newcastle United,39,EN,England,19618.0,Eddie Howe,eddie-howe,Newcastle United,NEW,False,Newcastle,newcastle-united,[],#000000,#ffffff,#ffffff,0,263008,Newcastle upon Tyne,EN,England,765.0,52409.0,St James' Park,11352402,,,,,,,,,,23,52186,Premier League 23/24,23/24,luton-town-newcastle-united,1706972400,0,Not started,notstarted,,,,True,Newcastle upon Tyne,765.0,52409.0,St James' Park,0
106,,,,,,,EN,England,-2051222400.0,Crystal Palace,7,EN,England,52951.0,Roy Hodgson,roy-hodgson,Crystal Palace,CRY,Crystal Palace,crystal-palace,[],#0033ff,#b90d2b,#b90d2b,0,104618,London,EN,England,10.0,25456.0,Selhurst Park,0,,False,,hsU,2,45,,False,False,,,False,,,,,,,EN,England,False,-2455056000.0,Liverpool,44,DE,Germany,52829.0,Jürgen Klopp,jurgen-klopp,Liverpool,LIV,False,Liverpool,liverpool,[],#cc0000,#ffffff,#ffffff,0,1088668,Liverpool,EN,England,579.0,53394.0,Anfield,11352403,,,,,,,,,,33,52186,Premier League 23/24,23/24,liverpool-crystal-palace,1713016800,0,Not started,notstarted,,,,True,Liverpool,579.0,53394.0,Anfield,0
107,,,,,,,EN,England,-2841091200.0,Fulham,43,PT,Portugal,205808.0,Marco Silva,marco-silva,Fulham,FUL,Fulham,fulham,[],#ffffff,#000000,#000000,0,112951,London,EN,England,611.0,25700.0,Craven Cottage,0,,False,,TsU,2,45,,False,False,,,False,,,,,,,EN,England,False,-2455056000.0,Liverpool,44,DE,Germany,52829.0,Jürgen Klopp,jurgen-klopp,Liverpool,LIV,False,Liverpool,liverpool,[],#cc0000,#ffffff,#ffffff,0,1088668,Liverpool,EN,England,579.0,53394.0,Anfield,11352404,,,,,,,,,,14,52186,Premier League 23/24,23/24,liverpool-fulham,1701529200,0,Not started,notstarted,,,,True,Liverpool,579.0,53394.0,Anfield,0
108,,,,,,,EN,England,-2755641600.0,Tottenham Hotspur,33,AU,Australia,134027.0,Ange Postecoglou,ange-postecoglou,Tottenham Hotspur,TOT,Tottenham ,tottenham-hotspur,[],#ffffff,#000066,#000066,0,544644,London,EN,England,24806.0,62850.0,Tottenham Hotspur Stadium,0,,False,,rI,2,45,,False,False,,,False,,,,,,,EN,England,False,-2811888000.0,Manchester City,17,ES,Spain,53463.0,Pep Guardiola,pep-guardiola,Manchester City,MCI,False,Man City,manchester-city,[],#66ccff,#ffffff,#ffffff,0,1208342,Manchester,EN,England,606.0,53400.0,Etihad Stadium,11352405,,,,,,,,,,14,52186,Premier League 23/24,23/24,tottenham-hotspur-manchester-city,1701529200,0,Not started,notstarted,,,,True,Manchester,606.0,53400.0,Etihad Stadium,0
109,,,,,,,EN,England,-2673648000.0,Luton Town,72,WA,Wales,787556.0,Rob Edwards,rob-edwards,Luton Town,LUT,Luton,luton-town,[],#ff3300,#000033,#000033,0,32648,Luton,EN,England,2178.0,10226.0,Kenilworth Road,0,,False,,rsxb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2811888000.0,Manchester City,17,ES,Spain,53463.0,Pep Guardiola,pep-guardiola,Manchester City,MCI,False,Man City,manchester-city,[],#66ccff,#ffffff,#ffffff,0,1208342,Manchester,EN,England,606.0,53400.0,Etihad Stadium,11352406,,,,,,,,,,33,52186,Premier League 23/24,23/24,luton-town-manchester-city,1713016800,0,Not started,notstarted,,,,True,Manchester,606.0,53400.0,Etihad Stadium,0
110,61.0,0.0,0.0,0.0,0.0,0.0,EN,England,-2897769600.0,Manchester United,35,NL,Netherlands,53013.0,Erik ten Hag,erik-ten-hag,Manchester United,MUN,Man Utd,manchester-united,[],#ff0000,#373737,#373737,0,1214233,Manchester,EN,England,9.0,74879.0,Old Trafford,1692469726,"['status.code', 'status.description', 'status.type']",False,1692466462.0,IsK,2,45,1.0,False,False,True,True,True,True,2.0,2.0,2.0,0.0,2.0,EN,England,False,-2755641600.0,Tottenham Hotspur,33,AU,Australia,134027.0,Ange Postecoglou,ange-postecoglou,Tottenham Hotspur,TOT,False,Tottenham ,tottenham-hotspur,[],#ffffff,#000066,#000066,0,545329,London,EN,England,24806.0,62850.0,Tottenham Hotspur Stadium,11352407,EN,England,456.0,65702.0,Michael Oliver,37.0,oliver-michael,1651.0,28.0,2,52186,Premier League 23/24,23/24,manchester-united-tottenham-hotspur,1692462600,100,Ended,finished,1692466462.0,3.0,9.0,True,London,24806.0,62850.0,Tottenham Hotspur Stadium,1
111,,,,,,,EN,England,-2897769600.0,Manchester United,35,NL,Netherlands,53013.0,Erik ten Hag,erik-ten-hag,Manchester United,MUN,Man Utd,manchester-united,[],#ff0000,#373737,#373737,0,1213003,Manchester,EN,England,9.0,74879.0,Old Trafford,0,,False,,DYBe,2,45,,False,False,,,False,,,,,,,EN,England,False,-2431814400.0,Newcastle United,39,EN,England,19618.0,Eddie Howe,eddie-howe,Newcastle United,NEW,False,Newcastle,newcastle-united,[],#000000,#ffffff,#ffffff,0,263008,Newcastle upon Tyne,EN,England,765.0,52409.0,St James' Park,11352408,,,,,,,,,,14,52186,Premier League 23/24,23/24,newcastle-united-manchester-united,1701529200,0,Not started,notstarted,,,,True,Newcastle upon Tyne,765.0,52409.0,St James' Park,0
112,,,,,,,EN,England,-3024345600.0,Aston Villa,40,ES,Spain,53062.0,Unai Emery,unai-emery,Aston Villa,AVL,Aston Villa,aston-villa,[],#670e36,#94bee5,#94bee5,0,174557,Birmingham,EN,England,815.0,42682.0,Villa Park,0,,False,,psP,2,45,,False,False,,,False,,,,,,,EN,England,False,-2549145600.0,Sheffield United,15,EN,England,786621.0,Paul Heckingbottom,paul-heckingbottom,Sheffield United,SHU,False,Sheffield Utd,sheffield-united,[],#ffffff,#ff0000,#ff0000,0,54437,Sheffield,EN,England,598.0,32702.0,Bramall Lane,11352409,,,,,,,,,,23,52186,Premier League 23/24,23/24,aston-villa-sheffield-united,1706972400,0,Not started,notstarted,,,,True,Sheffield,598.0,32702.0,Bramall Lane,0
113,,,,,,,EN,England,-2755641600.0,Tottenham Hotspur,33,AU,Australia,134027.0,Ange Postecoglou,ange-postecoglou,Tottenham Hotspur,TOT,Tottenham ,tottenham-hotspur,[],#ffffff,#000066,#000066,0,544644,London,EN,England,24806.0,62850.0,Tottenham Hotspur Stadium,0,,False,,IO,2,45,,False,False,,,False,,,,,,,EN,England,False,-2431814400.0,Newcastle United,39,EN,England,19618.0,Eddie Howe,eddie-howe,Newcastle United,NEW,False,Newcastle,newcastle-united,[],#000000,#ffffff,#ffffff,0,263008,Newcastle upon Tyne,EN,England,765.0,52409.0,St James' Park,11352410,,,,,,,,,,33,52186,Premier League 23/24,23/24,newcastle-united-tottenham-hotspur,1713016800,0,Not started,notstarted,,,,True,Newcastle upon Tyne,765.0,52409.0,St James' Park,0
114,,,,,,,EN,England,-2890166400.0,Everton,48,EN,England,20312.0,Sean Dyche,sean-dyche,Everton,EVE,Everton,everton,[],#274488,#ffffff,#ffffff,0,159915,Liverpool,EN,England,12.0,39571.0,Goodison Park,0,,False,,osY,2,45,,False,False,,,False,,,,,,,EN,England,False,-3313440000.0,Nottingham Forest,14,WA,Wales,786818.0,Steve Cooper,steve-cooper,Nottingham Forest,NFO,False,Forest,nottingham-forest,[],#cc0000,#cc0000,#cc0000,0,90475,Nottingham,EN,England,2230.0,30445.0,City Ground,11352411,,,,,,,,,,14,52186,Premier League 23/24,23/24,everton-nottingham-forest,1701529200,0,Not started,notstarted,,,,True,Nottingham,2230.0,30445.0,City Ground,0
115,,,,,,,EN,England,-2897769600.0,Manchester United,35,NL,Netherlands,53013.0,Erik ten Hag,erik-ten-hag,Manchester United,MUN,Man Utd,manchester-united,[],#ff0000,#373737,#373737,0,1213003,Manchester,EN,England,9.0,74879.0,Old Trafford,0,,False,,KP,2,45,,False,False,,,False,,,,,,,EN,England,False,-3024345600.0,Aston Villa,40,ES,Spain,53062.0,Unai Emery,unai-emery,Aston Villa,AVL,False,Aston Villa,aston-villa,[],#670e36,#94bee5,#94bee5,0,174331,Birmingham,EN,England,815.0,42682.0,Villa Park,11352412,,,,,,,,,,24,52186,Premier League 23/24,23/24,aston-villa-manchester-united,1707577200,0,Not started,notstarted,,,,True,Birmingham,815.0,42682.0,Villa Park,0
116,,,,,,,EN,England,-2933712000.0,Wolverhampton,3,EN,England,798899.0,Gary O'Neil,gary-oneil,Wolverhampton,WOL,Wolves,wolverhampton,[],#ff9900,#000000,#000000,0,122286,Wolverhampton,EN,England,1272.0,32050.0,Molineux Stadium,0,,False,,dso,2,45,,False,False,,,False,,,,,,,EN,England,False,-3313440000.0,Nottingham Forest,14,WA,Wales,786818.0,Steve Cooper,steve-cooper,Nottingham Forest,NFO,False,Forest,nottingham-forest,[],#cc0000,#cc0000,#cc0000,0,90691,Nottingham,EN,England,2230.0,30445.0,City Ground,11352413,,,,,,,,,,33,52186,Premier League 23/24,23/24,nottingham-forest-wolverhampton,1713016800,0,Not started,notstarted,,,,True,Nottingham,2230.0,30445.0,City Ground,0
117,,,,,,,EN,England,-2051222400.0,Crystal Palace,7,EN,England,52951.0,Roy Hodgson,roy-hodgson,Crystal Palace,CRY,Crystal Palace,crystal-palace,[],#0033ff,#b90d2b,#b90d2b,0,104491,London,EN,England,10.0,25456.0,Selhurst Park,0,,False,,hsM,2,45,,False,False,,,False,,,,,,,EN,England,False,-2366755200.0,West Ham United,37,SX,Scotland,52950.0,David Moyes,david-moyes,West Ham United,WHU,False,West Ham,west-ham-united,[],#66192c,#59b3e4,#59b3e4,0,208309,London,EN,England,1274.0,62000.0,London Stadium,11352414,,,,,,,,,,14,52186,Premier League 23/24,23/24,west-ham-united-crystal-palace,1701529200,0,Not started,notstarted,,,,True,London,16582.0,60000.0,London Stadium,0
118,,,,,,,EN,England,-2045347200.0,Chelsea,38,AR,Argentina,3377.0,Mauricio Pochettino,mauricio-pochettino,Chelsea,CHE,Chelsea,chelsea,[],#0310a7,#ffffff,#ffffff,0,904338,London,EN,England,799.0,41837.0,Stamford Bridge,0,,False,,hN,2,45,,False,False,,,False,,,,,,,EN,England,False,-2051222400.0,Crystal Palace,7,EN,England,52951.0,Roy Hodgson,roy-hodgson,Crystal Palace,CRY,False,Crystal Palace,crystal-palace,[],#0033ff,#b90d2b,#b90d2b,0,104618,London,EN,England,10.0,25456.0,Selhurst Park,11352415,,,,,,,,,,24,52186,Premier League 23/24,23/24,chelsea-crystal-palace,1707577200,0,Not started,notstarted,,,,True,London,10.0,25456.0,Selhurst Park,0
119,,,,,,,EN,England,-2841091200.0,Fulham,43,PT,Portugal,205808.0,Marco Silva,marco-silva,Fulham,FUL,Fulham,fulham,[],#ffffff,#000000,#000000,0,112951,London,EN,England,611.0,25700.0,Craven Cottage,0,,False,,MsT,2,45,,False,False,,,False,,,,,,,EN,England,False,-2366755200.0,West Ham United,37,SX,Scotland,52950.0,David Moyes,david-moyes,West Ham United,WHU,False,West Ham,west-ham-united,[],#66192c,#59b3e4,#59b3e4,0,204643,London,EN,England,1274.0,62000.0,London Stadium,11352416,,,,,,,,,,33,52186,Premier League 23/24,23/24,fulham-west-ham-united,1713016800,0,Not started,notstarted,,,,True,London,16582.0,60000.0,London Stadium,0
